id,created,event_type,payload_json,reference_id,status,updated,user
h9w8xvops8l55ag,2026-08-04 17:10:00.073Z,phase_halfway,"{""title"": ""Abschlussphase zur H\u00e4lfte \u23f0"", ""body"": ""Die Abschlussphase f\u00fcr \u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" ist zur H\u00e4lfte vorbei. Lege jetzt deine Unterst\u00fctzung fest!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_halfway,actioned,2026-08-04 21:25:14.571Z,407be8b01d4ce342
qg3thnnftrb059j,2026-08-04 17:10:00.074Z,phase_halfway,"{""title"": ""Closing window half over \u23f0"", ""body"": ""The closing window for \""Wie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" is half over. Finalize your support now!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_halfway,pending,2026-08-04 17:10:00.074Z,34063db6dedf42bc
3r6hbhegvq6gexp,2026-08-04 17:10:00.075Z,phase_halfway,"{""title"": ""Abschlussphase zur H\u00e4lfte \u23f0"", ""body"": ""Die Abschlussphase f\u00fcr \u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" ist zur H\u00e4lfte vorbei. Lege jetzt deine Unterst\u00fctzung fest!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_halfway,pending,2026-08-04 17:10:00.075Z,b003312e6c38c8a5
9hst726gklu6t6e,2026-08-04 17:10:00.077Z,phase_halfway,"{""title"": ""Abschlussphase zur H\u00e4lfte \u23f0"", ""body"": ""Die Abschlussphase f\u00fcr \u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" ist zur H\u00e4lfte vorbei. Lege jetzt deine Unterst\u00fctzung fest!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_halfway,pending,2026-08-04 17:10:00.077Z,563eab35510dcae3
zedd2rmajee4lpx,2026-08-04 17:10:00.078Z,phase_halfway,"{""title"": ""Abschlussphase zur H\u00e4lfte \u23f0"", ""body"": ""Die Abschlussphase f\u00fcr \u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" ist zur H\u00e4lfte vorbei. Lege jetzt deine Unterst\u00fctzung fest!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_halfway,pending,2026-08-04 17:10:00.078Z,cc3304ea9b75a00f
f87d4ettmrr31yi,2026-08-04 17:10:00.079Z,phase_halfway,"{""title"": ""Closing window half over \u23f0"", ""body"": ""The closing window for \""Wie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" is half over. Finalize your support now!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_halfway,pending,2026-08-04 17:10:00.079Z,adc82731fb3dc1de
75qup7mb7967aep,2026-08-05 11:10:00.012Z,phase_ending_soon,"{""title"": ""Schliesst in wenigen Stunden \u26a1"", ""body"": ""\u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" schliesst bald. Stelle sicher, dass deine Unterst\u00fctzung steht!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,actioned,2026-08-06 13:06:15.105Z,de13859e1d6aea12
q30ro7sfkfqdgsi,2026-08-05 11:10:00.018Z,phase_ending_soon,"{""title"": ""Schliesst in wenigen Stunden \u26a1"", ""body"": ""\u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" schliesst bald. Stelle sicher, dass deine Unterst\u00fctzung steht!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.018Z,2347e60c2ede6045
i0rg2bvw4k0h7vs,2026-08-05 11:10:00.020Z,phase_ending_soon,"{""title"": ""Schliesst in wenigen Stunden \u26a1"", ""body"": ""\u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" schliesst bald. Stelle sicher, dass deine Unterst\u00fctzung steht!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.020Z,15e064539716cfbb
le5bnp6r8l4y9wn,2026-08-05 11:10:00.021Z,phase_ending_soon,"{""title"": ""Closing in a few hours \u26a1"", ""body"": ""\""Wie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" closes soon. Make sure your support is set!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.021Z,3e36e627a64bac27
p3lk0qaqhnxx6k2,2026-08-05 11:10:00.022Z,phase_ending_soon,"{""title"": ""Schliesst in wenigen Stunden \u26a1"", ""body"": ""\u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" schliesst bald. Stelle sicher, dass deine Unterst\u00fctzung steht!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.022Z,3928dc02b346700b
bg9n7cf9uc89bdx,2026-08-05 11:10:00.024Z,phase_ending_soon,"{""title"": ""Schliesst in wenigen Stunden \u26a1"", ""body"": ""\u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" schliesst bald. Stelle sicher, dass deine Unterst\u00fctzung steht!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,actioned,2026-08-05 15:52:37.490Z,407be8b01d4ce342
gemxgkjwa06qyy9,2026-08-05 11:10:00.026Z,phase_ending_soon,"{""title"": ""Closing in a few hours \u26a1"", ""body"": ""\""Wie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" closes soon. Make sure your support is set!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.026Z,34063db6dedf42bc
fwbg1v5ttn4xuwe,2026-08-05 11:10:00.027Z,phase_ending_soon,"{""title"": ""Schliesst in wenigen Stunden \u26a1"", ""body"": ""\u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" schliesst bald. Stelle sicher, dass deine Unterst\u00fctzung steht!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.027Z,b003312e6c38c8a5
0bx5ctlhhnxlyds,2026-08-05 11:10:00.028Z,phase_ending_soon,"{""title"": ""Schliesst in wenigen Stunden \u26a1"", ""body"": ""\u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" schliesst bald. Stelle sicher, dass deine Unterst\u00fctzung steht!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.028Z,563eab35510dcae3
tj7pq0mjh6pw2a9,2026-08-05 11:10:00.030Z,phase_ending_soon,"{""title"": ""Schliesst in wenigen Stunden \u26a1"", ""body"": ""\u201eWie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" schliesst bald. Stelle sicher, dass deine Unterst\u00fctzung steht!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.030Z,cc3304ea9b75a00f
l85ej1yrxbwhwkk,2026-08-05 11:10:00.031Z,phase_ending_soon,"{""title"": ""Closing in a few hours \u26a1"", ""body"": ""\""Wie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" closes soon. Make sure your support is set!"", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Closing_phase_ending_soon,pending,2026-08-05 11:10:00.031Z,adc82731fb3dc1de
8ybsx8ltco8f7xo,2026-08-05 17:09:00.013Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""Essen F\u00fcr alle\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/ppkkg16jlpylazv""}}",ppkkg16jlpylazv,actioned,2026-08-06 11:08:29.338Z,407be8b01d4ce342
za8qt72xrlr44su,2026-08-05 17:09:00.016Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""Essen F\u00fcr alle\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/ppkkg16jlpylazv""}}",ppkkg16jlpylazv,pending,2026-08-05 17:09:00.016Z,b003312e6c38c8a5
xi7mo6uafs1r3b0,2026-08-05 17:09:00.019Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""Liste erweitern\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/l5sqzdyfozw6267""}}",l5sqzdyfozw6267,pending,2026-08-05 17:09:00.019Z,15e064539716cfbb
m3x0qon6dma3ldi,2026-08-05 17:09:00.021Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""Liste erweitern\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/l5sqzdyfozw6267""}}",l5sqzdyfozw6267,actioned,2026-08-06 10:37:51.441Z,407be8b01d4ce342
jybylynr3vejbjm,2026-08-05 17:09:00.025Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""Liste erweitern\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/l5sqzdyfozw6267""}}",l5sqzdyfozw6267,pending,2026-08-05 17:09:00.025Z,cc3304ea9b75a00f
443m1pxhbsqpc0h,2026-08-05 17:09:00.027Z,ballot_entry,"{""title"": ""On the ballot! \ud83c\udfaf"", ""body"": ""An idea you support (\""Liste erweitern\"") made it to the ballot."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/l5sqzdyfozw6267""}}",l5sqzdyfozw6267,pending,2026-08-05 17:09:00.027Z,3e36e627a64bac27
t863c132p9cc263,2026-08-05 17:09:00.032Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""wir zahlen monatlich einen bestimmten Betrag in eine Kasse ein. mit diesem Geld werden kollektive Eink\u00e4ufe get\u00e4tigt.\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/spcuyp6qr3y1eq6""}}",spcuyp6qr3y1eq6,pending,2026-08-05 17:09:00.032Z,cc3304ea9b75a00f
3onh6zb5iw1jep8,2026-08-05 17:09:00.034Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""wir zahlen monatlich einen bestimmten Betrag in eine Kasse ein. mit diesem Geld werden kollektive Eink\u00e4ufe get\u00e4tigt.\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/spcuyp6qr3y1eq6""}}",spcuyp6qr3y1eq6,actioned,2026-08-06 10:58:17.013Z,407be8b01d4ce342
96401zhuq00gkno,2026-08-05 17:09:00.036Z,ballot_entry,"{""title"": ""On the ballot! \ud83c\udfaf"", ""body"": ""An idea you support (\""wir zahlen monatlich einen bestimmten Betrag in eine Kasse ein. mit diesem Geld werden kollektive Eink\u00e4ufe get\u00e4tigt.\"") made it to the ballot."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/spcuyp6qr3y1eq6""}}",spcuyp6qr3y1eq6,pending,2026-08-05 17:09:00.036Z,3e36e627a64bac27
kj77yf1dbdfb2w7,2026-08-05 17:09:00.038Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""wir zahlen monatlich einen bestimmten Betrag in eine Kasse ein. mit diesem Geld werden kollektive Eink\u00e4ufe get\u00e4tigt.\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/spcuyp6qr3y1eq6""}}",spcuyp6qr3y1eq6,pending,2026-08-05 17:09:00.038Z,b003312e6c38c8a5
m6kffu4qb6h4rzf,2026-08-05 17:09:00.040Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""Untergr\u00fcppchen\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/i6o7tfr2opn951e""}}",i6o7tfr2opn951e,pending,2026-08-05 17:09:00.040Z,cc3304ea9b75a00f
7c650ufff8mfe0n,2026-08-05 17:09:00.042Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""Untergr\u00fcppchen\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/i6o7tfr2opn951e""}}",i6o7tfr2opn951e,actioned,2026-08-06 10:32:53.734Z,407be8b01d4ce342
bxharrasilc8c3i,2026-08-05 17:09:00.044Z,ballot_entry,"{""title"": ""On the ballot! \ud83c\udfaf"", ""body"": ""An idea you support (\""Untergr\u00fcppchen\"") made it to the ballot."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/i6o7tfr2opn951e""}}",i6o7tfr2opn951e,pending,2026-08-05 17:09:00.044Z,3e36e627a64bac27
rk6tnoznbmg9l6g,2026-08-05 17:09:00.046Z,ballot_entry,"{""title"": ""On the ballot! \ud83c\udfaf"", ""body"": ""An idea you support (\""Lieferung und Untergruppe der Ern\u00e4hrungsweise.\"") made it to the ballot."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/n9fuozjh7xq5vuy""}}",n9fuozjh7xq5vuy,pending,2026-08-05 17:09:00.046Z,adc82731fb3dc1de
0optcw3mub1syz1,2026-08-05 17:09:00.048Z,ballot_entry,"{""title"": ""Auf der Abstimmungsliste! \ud83c\udfaf"", ""body"": ""Eine Idee, die du unterst\u00fctzt (\""Lieferung und Untergruppe der Ern\u00e4hrungsweise.\""), hat es auf die Abstimmungsliste geschafft."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/n9fuozjh7xq5vuy""}}",n9fuozjh7xq5vuy,actioned,2026-08-06 10:37:43.821Z,407be8b01d4ce342
5136lgcl5ggl1pv,2026-08-05 17:09:00.236Z,phase_change,"{""title"": ""Jetzt abstimmen \ud83d\uddf3\ufe0f"", ""body"": ""Gib deine finale Stimme f\u00fcr \""Wie finanzieren wir gemeinsame WG-Eink\u00e4ufe fair, wenn alle unterschiedliche Bed\u00fcrfnisse haben?\"" ab."", ""data"": {""url"": ""/questions/0w3z1e5u1y1d83t/proposals/question""}}",0w3z1e5u1y1d83t_Voting,actioned,2026-08-06 13:06:12.401Z,de13859e1d6aea12
